,neighbourhood,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm
1727,Downtown Eastside,124.0,3,83,1.47,1,5,20
1728,West End,325.0,30,2,0.04,2,179,0
1729,West End,,30,3,0.06,1,0,0
1730,Downtown,153.0,2,344,6.12,1,58,91
1731,Renfrew-Collingwood,60.0,1,233,4.19,1,81,58
1732,Riley Park,103.0,2,38,0.69,1,43,0
1733,Riley Park,129.0,3,210,3.77,1,137,60
1734,Oakridge,29.0,30,17,0.3,4,37,0
1735,Renfrew-Collingwood,170.0,2,102,1.85,1,117,32
1736,Downtown,160.0,3,95,1.7,1,11,30
1737,Hastings-Sunrise,60.0,1,148,2.66,1,79,28
1738,Grandview-Woodland,100.0,1,28,0.5,3,168,12
1739,Grandview-Woodland,200.0,14,13,0.24,3,32,2
1740,Downtown,270.0,3,65,1.17,1,7,24
1741,Downtown,103.0,30,21,0.39,1,248,3
1742,Marpole,75.0,1,15,0.27,1,0,0
1743,Dunbar Southlands,188.0,1,25,0.45,2,365,14
1744,Downtown,298.0,180,123,2.22,2,159,16
1745,Downtown,,2,18,0.33,1,0,0
1746,Downtown Eastside,116.0,2,236,4.25,1,150,69
1747,Arbutus Ridge,,30,1,0.02,2,0,0
1748,Mount Pleasant,,3,6,0.11,2,0,0
1749,Dunbar Southlands,,27,20,0.36,1,0,3
1750,Fairview,183.0,1,245,4.39,1,0,63
1751,Downtown,,3,5,0.09,1,0,0
1752,Downtown,,260,21,0.38,1,0,0
1753,Downtown,109.0,30,180,3.21,1,49,3
1754,West End,269.0,3,1,0.02,1,0,0
1755,Sunset,,3,51,0.92,1,0,0
1756,Dunbar Southlands,,20,16,0.33,1,0,0
1757,Dunbar Southlands,108.0,1,32,0.6,2,365,12
1758,Downtown,105.0,30,1,0.06,3,364,0
1759,Kitsilano,,1,24,0.43,2,0,0
1760,West Point Grey,300.0,3,43,0.77,2,126,7
1761,Arbutus Ridge,150.0,30,6,0.11,1,199,0
1762,Hastings-Sunrise,128.0,2,9,2.27,1,75,9
1763,Shaughnessy,57.0,2,7,1.91,2,122,7
1764,Mount Pleasant,250.0,30,7,0.14,1,364,0
1765,Riley Park,80.0,3,49,0.89,2,0,21
1766,Victoria-Fraserview,,30,1,0.15,1,0,1
1767,Kitsilano,106.0,1,336,6.22,1,0,75
1768,Riley Park,107.0,2,61,1.17,1,0,49
1769,Killarney,198.0,1,110,1.99,1,169,41
1770,Downtown Eastside,250.0,90,7,0.14,4,92,1
1771,Shaughnessy,441.0,3,41,0.77,1,0,21
1772,Marpole,90.0,1,265,4.8,1,0,82
1773,Riley Park,100.0,2,47,0.89,1,109,25
1774,Hastings-Sunrise,,7,1,0.02,1,0,0
1775,Downtown,,1,0,,1,0,0
1776,Grandview-Woodland,,4,48,0.9,1,0,0
1777,Hastings-Sunrise,92.0,2,114,2.08,1,70,47
1778,Downtown,543.0,30,0,,1,0,0
1779,Mount Pleasant,210.0,3,4,0.07,1,127,0
1780,Dunbar Southlands,,1,0,,2,0,0
1781,Dunbar Southlands,,1,0,,2,0,0
1782,Downtown,241.0,2,5,1.34,1,101,5
1783,Killarney,,2,28,0.51,1,0,0
1784,Grandview-Woodland,,6,11,0.2,2,0,0
1785,Renfrew-Collingwood,90.0,30,57,1.05,1,130,6
1786,Kitsilano,166.0,30,19,0.43,1,197,5
1787,Downtown,120.0,90,4,0.1,1,282,0
1788,Downtown Eastside,,28,5,0.1,1,0,0
1789,West End,,30,1,0.02,1,0,0
1790,West End,500.0,2,40,3.67,2,145,40
1791,Kensington-Cedar Cottage,,7,11,0.2,1,0,0
1792,Fairview,,3,16,0.29,1,0,0
1793,West End,116.0,3,116,2.1,2,298,23
1794,Dunbar Southlands,109.0,1,101,1.84,3,80,23
1795,Dunbar Southlands,,1,5,0.09,1,0,0
1796,Oakridge,39.0,7,33,0.59,4,38,0
1797,Downtown,230.0,7,4,0.08,1,30,2
1798,Kensington-Cedar Cottage,96.0,1,79,1.44,2,13,23
1799,Oakridge,25.0,7,20,0.37,4,23,1
1800,Riley Park,125.0,30,15,0.28,1,58,4
1801,West End,106.0,2,73,1.33,3,146,38
1802,Downtown,,90,0,,1,0,0
1803,Downtown,183.0,30,15,0.28,13,343,2
1804,West End,170.0,30,48,0.89,2,4,6
1805,Riley Park,110.0,3,76,1.39,1,266,35
1806,Mount Pleasant,,90,0,,2,0,0
1807,Downtown Eastside,,3,13,0.24,1,0,0
1808,Downtown,132.0,90,25,0.47,1,364,3
1809,Renfrew-Collingwood,94.0,2,152,2.77,1,79,47
1810,Downtown,,30,1,0.02,2,0,0
1811,Kitsilano,218.0,3,71,1.29,1,320,19
1812,Downtown Eastside,102.0,2,278,5.15,1,0,87
1813,Kensington-Cedar Cottage,134.0,1,16,0.31,1,0,2
1814,West End,50.0,2,15,0.27,1,0,0
1815,West End,154.0,3,92,1.67,1,259,33
1816,Hastings-Sunrise,150.0,2,50,0.93,2,88,13
1817,Kitsilano,188.0,30,12,0.22,3,225,5
1818,Dunbar Southlands,,1,2,0.04,1,0,0
1819,Downtown,155.0,1,298,5.42,1,337,90
1820,Riley Park,119.0,1,176,3.22,1,9,55
1821,Fairview,,4,23,0.42,1,0,5
1822,Riley Park,61.0,2,106,1.96,1,136,36
1823,Kensington-Cedar Cottage,1000.0,180,22,0.41,1,83,0
1824,Renfrew-Collingwood,,20,40,0.74,2,0,4
1825,Downtown,250.0,90,8,0.15,3,189,1
1826,Kensington-Cedar Cottage,,4,9,0.17,1,0,3
1827,Kitsilano,134.0,30,103,1.9,1,323,16
1828,Mount Pleasant,,1,17,0.31,1,0,0
1829,Downtown,140.0,30,13,0.25,1,158,5
1830,West End,,30,0,,1,0,0
1831,Grandview-Woodland,,3,2,0.04,1,0,0
1832,Kitsilano,,1,44,0.81,1,0,18
1833,Downtown,165.0,30,13,0.25,1,263,2
1834,Kensington-Cedar Cottage,70.0,5,63,1.15,1,67,1
1835,Grandview-Woodland,129.0,31,98,1.79,1,255,0
1836,Grandview-Woodland,423.0,3,33,0.61,1,190,12
1837,Kitsilano,168.0,3,166,3.03,1,90,38
1838,South Cambie,129.0,30,66,1.22,1,128,11
1839,South Cambie,111.0,30,56,1.04,4,116,10
1840,Renfrew-Collingwood,108.0,30,20,0.38,1,55,4
1841,Downtown,320.0,30,13,0.26,1,168,0
1842,West End,319.0,30,1,0.02,1,179,0
1843,Downtown,235.0,1,49,0.89,2,162,1
1844,West End,125.0,30,8,0.19,37,204,1
1845,Marpole,104.0,2,178,3.25,1,269,42
1846,Riley Park,420.0,7,1,0.02,1,11,0
1847,Grandview-Woodland,180.0,2,128,2.35,1,173,37
1848,Downtown,320.0,2,29,0.54,1,3,3
1849,Mount Pleasant,,2,11,0.2,2,0,0
1850,Downtown,129.0,1,118,2.21,1,87,53
1851,Renfrew-Collingwood,45.0,30,19,0.36,2,31,3
1852,Grandview-Woodland,,3,13,0.24,1,0,0
1853,Downtown,100.0,30,57,1.05,4,12,6
1854,Riley Park,279.0,2,104,1.91,1,351,7
1855,Hastings-Sunrise,102.0,1,301,5.5,1,0,105
1856,Riley Park,42.0,95,1,0.12,4,17,1
1857,Riley Park,42.0,80,6,0.11,1,119,3
1858,Downtown,206.0,2,201,3.68,1,1,66
1859,Mount Pleasant,589.0,3,3,0.63,1,87,3
1860,Kensington-Cedar Cottage,,4,21,0.39,2,0,0
1861,Mount Pleasant,221.0,30,30,0.57,2,316,6
1862,Downtown,120.0,30,3,0.06,11,89,0
1863,Downtown,,3,9,0.17,1,0,0
1864,Killarney,73.0,2,196,3.63,1,40,37
1865,Mount Pleasant,,2,22,0.41,1,0,0
1866,Riley Park,75.0,30,21,0.39,5,46,10
1867,Downtown,300.0,181,30,0.56,1,364,0
1868,Fairview,100.0,30,2,0.08,30,365,0
1869,Sunset,104.0,1,152,2.81,1,0,40
1870,West End,110.0,30,16,0.31,37,177,4
1871,Downtown,,1,3,0.06,2,0,0
1872,Fairview,,30,7,0.13,1,0,0
1873,West Point Grey,,2,0,,1,0,0
1874,Fairview,,3,31,0.57,1,0,0
1875,Hastings-Sunrise,,7,1,0.02,2,0,0
1876,Oakridge,139.0,3,62,1.16,1,0,17
1877,Kensington-Cedar Cottage,55.0,1,69,1.27,2,323,33
1878,Downtown,,30,59,1.09,1,0,0
1879,Downtown,130.0,90,10,0.22,3,192,5
1880,Kensington-Cedar Cottage,149.0,2,61,1.17,1,0,0
1881,Downtown,,1,8,0.15,2,0,0
1882,Kerrisdale,521.0,30,6,0.11,1,364,0
1883,Downtown,,1,4,0.07,2,0,0
1884,Downtown,140.0,1,104,1.91,1,0,44
1885,Killarney,40.0,1,2,0.04,6,0,0
1886,Kensington-Cedar Cottage,74.0,1,67,1.25,2,352,29
1887,West Point Grey,198.0,30,46,0.85,5,365,0
1888,Kensington-Cedar Cottage,,2,11,0.2,2,0,0
1889,Renfrew-Collingwood,,2,113,2.09,1,0,16
1890,Kensington-Cedar Cottage,380.0,4,15,0.28,1,4,7
1891,Downtown,217.0,90,0,,13,334,0
1892,Strathcona,179.0,2,163,3.02,1,81,54
1893,Kitsilano,165.0,30,0,,1,153,0
1894,Hastings-Sunrise,82.0,2,0,,1,0,0
1895,Marpole,,1,4,0.08,1,0,0
1896,Killarney,40.0,1,1,0.02,6,0,0
1897,Killarney,50.0,1,0,,6,0,0
1898,Downtown Eastside,115.0,3,146,2.71,1,169,45
1899,Downtown,140.0,90,13,0.31,1,133,3
1900,Downtown,,3,38,0.73,1,0,0
1901,West End,125.0,30,8,0.21,37,245,4
1902,Kensington-Cedar Cottage,,1,11,0.23,2,0,1
1903,Grandview-Woodland,80.0,2,98,1.83,1,316,46
1904,Renfrew-Collingwood,89.0,1,15,0.28,3,0,0
1905,Kensington-Cedar Cottage,200.0,5,1,0.02,1,18,0
1906,West End,,1,1,0.02,2,0,0
1907,Sunset,250.0,30,0,,1,0,0
1908,Kitsilano,139.0,2,52,0.99,1,187,19
1909,Kitsilano,249.0,3,80,1.48,2,7,28
1910,Downtown,206.0,30,81,1.51,2,204,2
1911,Renfrew-Collingwood,79.0,2,259,4.8,1,0,83
1912,Mount Pleasant,257.0,3,45,1.7,1,3,10
1913,Riley Park,,2,7,0.13,2,0,0
1914,West Point Grey,133.0,3,64,1.22,1,176,19
1915,Mount Pleasant,,1,57,1.06,1,0,0
1916,Shaughnessy,128.0,1,22,0.41,3,143,4
1917,Grandview-Woodland,164.0,6,8,0.16,1,0,0
1918,Kensington-Cedar Cottage,,3,3,0.06,2,0,0
1919,Downtown,584.0,15,0,,30,89,0
1920,Mount Pleasant,233.0,30,0,,1,347,0
1921,Downtown,80.0,30,2,0.06,1,349,0
1922,West End,,30,2,0.04,1,0,0
1923,West Point Grey,160.0,30,0,,1,81,0
1924,Mount Pleasant,177.0,4,30,0.56,1,109,12
1925,Mount Pleasant,400.0,3,21,0.4,1,58,2
1926,Downtown,95.0,30,12,0.25,42,67,1
1927,Downtown,163.0,90,1,0.17,13,154,1
1928,Downtown,,3,35,0.66,2,0,0
1929,Riley Park,429.0,3,11,0.38,1,2,3
1930,Arbutus Ridge,83.0,1,274,5.16,1,83,98
1931,Kitsilano,159.0,30,28,0.53,1,102,0
1932,Victoria-Fraserview,,1,16,0.3,1,0,0
1933,Downtown,135.0,30,106,2.06,1,38,4
1934,Mount Pleasant,123.0,30,8,0.34,1,88,3
1935,Hastings-Sunrise,,3,9,0.17,1,0,0
1936,Downtown,237.0,1,185,3.45,1,0,80
1937,Downtown,,1,20,0.39,2,0,0
1938,Dunbar Southlands,,3,0,,1,0,0
1939,Arbutus Ridge,120.0,2,95,1.79,1,130,51
1940,Downtown,212.0,30,8,0.15,1,0,0
1941,Mount Pleasant,373.0,30,1,0.04,1,365,0
1942,Grandview-Woodland,239.0,1,10,2.07,1,259,10
1943,Hastings-Sunrise,52.0,2,76,1.43,2,28,37
1944,Hastings-Sunrise,284.0,2,25,0.47,2,68,18
1945,Renfrew-Collingwood,151.0,3,133,2.5,1,68,28
1946,Killarney,40.0,1,7,0.13,6,0,0
1947,Riley Park,,1,35,0.67,1,0,0
1948,Marpole,107.0,1,197,3.8,1,187,96
1949,West Point Grey,,1,4,0.07,1,0,0
1950,Downtown Eastside,350.0,3,8,0.15,1,0,2
1951,Downtown,146.0,2,74,2.91,1,38,40
1952,Kitsilano,471.0,3,68,1.31,1,49,27
1953,Downtown,182.0,30,8,0.15,11,89,0
1954,Kitsilano,159.0,2,243,4.58,1,334,80
1955,Renfrew-Collingwood,52.0,2,55,1.06,1,0,0
1956,Grandview-Woodland,150.0,28,3,0.06,1,15,0
1957,Kensington-Cedar Cottage,84.0,1,144,2.74,1,90,29
1958,Downtown,135.0,30,22,0.43,1,133,5
1959,Kitsilano,249.0,30,22,0.42,1,0,0
1960,Downtown Eastside,221.0,30,1,0.22,2,332,1
1961,Kensington-Cedar Cottage,35.0,30,16,0.39,4,70,4
1962,Downtown,3250.0,180,0,,1,0,0
1963,Kitsilano,300.0,30,2,0.35,1,304,2
1964,Grandview-Woodland,,2,25,0.85,1,0,0
1965,Kensington-Cedar Cottage,,1,5,0.09,2,0,0
1966,Downtown,115.0,30,3,0.06,42,165,0
1967,Downtown,300.0,3,81,1.54,1,207,21
1968,West Point Grey,149.0,30,4,0.08,5,179,0
1969,Riley Park,81.0,1,393,7.4,1,0,141
1970,Dunbar Southlands,95.0,2,141,2.91,1,0,49
1971,Downtown,166.0,2,94,1.79,21,354,43
1972,South Cambie,,2,1,0.02,1,0,0
1973,Mount Pleasant,400.0,30,0,,4,225,0
1974,Grandview-Woodland,,2,6,0.11,1,0,0
1975,Marpole,50.0,30,11,0.23,4,141,5
1976,Downtown,131.0,2,113,2.13,1,344,53
1977,Hastings-Sunrise,85.0,2,31,0.58,1,0,0
1978,Kitsilano,275.0,3,45,0.86,1,68,7
1979,Kensington-Cedar Cottage,119.0,2,160,3.21,1,0,59
1980,Dunbar Southlands,152.0,30,2,0.04,2,18,0
1981,Downtown,142.0,30,2,0.04,11,89,0
1982,Kitsilano,150.0,30,1,0.05,5,316,0
1983,Mount Pleasant,140.0,30,54,1.02,3,227,5
1984,Marpole,,30,0,,1,0,0
1985,Downtown Eastside,189.0,3,108,2.31,1,330,41
1986,Renfrew-Collingwood,139.0,1,2,0.04,3,0,0
1987,West Point Grey,,1,3,0.06,1,0,0
1988,Renfrew-Collingwood,159.0,1,2,0.04,3,0,0
1989,Downtown,75.0,45,2,0.1,3,362,1
1990,Downtown,,1,67,1.27,1,0,0
1991,Mount Pleasant,970.0,5,14,0.29,1,358,7
1992,Marpole,275.0,30,0,,1,0,0
1993,Killarney,45.0,1,1,0.02,6,0,0
1994,Victoria-Fraserview,,2,2,0.04,1,0,0
1995,West Point Grey,129.0,30,4,0.08,5,180,0
1996,Mount Pleasant,55.0,150,0,,1,172,0
1997,Mount Pleasant,296.0,3,80,1.56,1,103,29
1998,Riley Park,125.0,28,49,1.05,1,133,4
1999,Downtown Eastside,,3,4,0.08,1,0,0
2000,Shaughnessy,71.0,30,129,2.45,1,333,5
2001,Downtown Eastside,167.0,3,83,1.61,16,165,21
2002,Kensington-Cedar Cottage,,3,32,0.68,1,0,0
2003,Downtown Eastside,144.0,3,143,2.75,1,9,45
2004,Downtown,152.0,31,3,0.23,1,285,2
2005,Downtown Eastside,,30,3,0.06,1,0,0
2006,Hastings-Sunrise,549.0,2,69,1.32,1,101,22
2007,Grandview-Woodland,,4,0,,1,0,0
2008,South Cambie,129.0,30,49,0.94,4,180,14
2009,Downtown,104.0,3,6,0.12,1,0,0
2010,Riley Park,99.0,2,45,0.87,1,95,7
2011,Downtown,,2,103,1.96,1,0,17
2012,Mount Pleasant,186.0,1,13,0.25,1,26,8
2013,Victoria-Fraserview,117.0,2,62,1.18,2,179,19
2014,Riley Park,294.0,3,74,1.43,1,333,20
2015,Sunset,,2,0,,1,0,0
2016,West End,,2,30,0.58,1,0,0
2017,Renfrew-Collingwood,64.0,1,230,4.41,1,122,76
2018,Downtown,170.0,30,3,0.19,2,183,2
2019,Downtown,227.0,2,244,4.73,1,5,43
2020,Kensington-Cedar Cottage,150.0,30,63,1.21,1,43,18
2021,West End,,2,6,0.12,1,0,0
2022,West End,105.0,30,266,5.22,1,179,45
2023,Downtown,,2,2,0.04,1,0,0
2024,Hastings-Sunrise,98.0,2,3,0.06,2,0,0
2025,Downtown,120.0,31,26,0.51,1,117,4
2026,Kitsilano,75.0,30,16,0.32,1,129,5
2027,Renfrew-Collingwood,109.0,1,109,2.13,1,214,20
2028,Oakridge,83.0,1,303,5.84,1,0,73
2029,Downtown Eastside,145.0,90,2,0.04,2,269,1
2030,Dunbar Southlands,,8,0,,1,0,0
2031,Hastings-Sunrise,,1,8,0.15,1,0,0
2032,Kensington-Cedar Cottage,,2,18,0.35,1,0,0
2033,Hastings-Sunrise,99.0,3,6,0.12,2,0,0
2034,Fairview,150.0,5,1,0.02,1,0,0
2035,Downtown,136.0,3,143,2.76,1,42,24
2036,Kensington-Cedar Cottage,180.0,30,49,0.94,1,58,1
2037,Shaughnessy,,2,36,0.7,1,0,15
2038,Kitsilano,,3,63,2.84,1,0,46
2039,Arbutus Ridge,64.0,4,119,2.3,1,185,29
2040,Downtown,,1,14,0.29,1,0,0
2041,Downtown,290.0,30,1,0.22,1,179,1
2042,Downtown,85.0,1,10,0.2,3,41,2
2043,Downtown,182.0,7,15,0.3,1,80,8
2044,Kensington-Cedar Cottage,95.0,2,176,3.53,2,37,47
2045,Riley Park,128.0,1,3,3.0,1,202,3
2046,Grandview-Woodland,,2,2,0.04,1,0,0
2047,Downtown,498.0,2,65,1.28,1,352,17
2048,Downtown,159.0,30,11,0.23,4,174,2
2049,Downtown Eastside,,2,0,,1,0,0
2050,Marpole,105.0,1,99,4.9,1,311,40
2051,Downtown,300.0,30,4,0.13,1,286,1
2052,Downtown Eastside,185.0,1,280,5.62,1,199,73
2053,Downtown,127.0,30,15,0.31,1,301,5
2054,South Cambie,,3,10,0.2,1,0,1
2055,Riley Park,36.0,30,26,0.54,6,194,8
2056,Downtown,170.0,1,205,4.02,2,18,86
2057,Grandview-Woodland,150.0,3,97,1.92,1,160,26
2058,West End,140.0,1,199,3.93,1,20,34
2059,Downtown,,2,27,0.53,1,0,0
2060,Downtown,,30,0,,1,0,0
2061,Renfrew-Collingwood,309.0,1,22,0.43,1,0,0
2062,Downtown,175.0,30,9,0.2,1,193,2
2063,Renfrew-Collingwood,75.0,2,235,4.72,1,109,61
2064,Sunset,40.0,1,5,0.1,6,0,0
2065,Downtown,,30,1,0.02,2,0,0
2066,Kensington-Cedar Cottage,150.0,2,67,4.04,1,338,44
2067,West End,100.0,90,0,,1,150,0
2068,Downtown Eastside,161.0,2,370,7.32,1,0,88
2069,Kensington-Cedar Cottage,,2,5,0.1,1,0,0
2070,Hastings-Sunrise,,60,0,,1,0,0
2071,West End,,30,3,0.09,1,0,0
2072,Hastings-Sunrise,,31,0,,1,0,0
2073,South Cambie,42.0,30,2,0.17,4,102,2
2074,Sunset,130.0,30,51,1.0,5,2,5
2075,Downtown,,2,1,0.02,1,0,0
2076,Downtown,220.0,3,119,2.44,21,293,36
2077,Downtown Eastside,175.0,3,32,0.63,2,0,0
2078,Downtown,,29,16,0.32,1,0,0
2079,Kitsilano,175.0,11,31,0.62,1,122,13
2080,Killarney,,1,2,0.04,1,0,0
2081,Grandview-Woodland,121.0,2,60,1.2,1,63,40
2082,Kensington-Cedar Cottage,83.0,2,130,2.62,1,30,11
2083,West End,145.0,90,10,0.2,1,362,0
2084,Downtown Eastside,189.0,7,7,0.29,3,68,3
2085,Downtown,215.0,3,44,0.87,1,360,26
2086,Downtown,359.0,90,0,,1,179,0
2087,Downtown,119.0,30,30,0.6,4,126,4
2088,Downtown Eastside,135.0,30,49,0.98,13,342,2
2089,Downtown,145.0,30,15,0.31,3,290,4
2090,Kensington-Cedar Cottage,73.0,2,99,1.97,1,126,27
2091,Downtown Eastside,549.0,3,1,0.04,2,0,0
2092,Fairview,110.0,1,47,0.94,1,308,24
2093,Renfrew-Collingwood,48.0,360,13,0.26,1,0,0
2094,Kensington-Cedar Cottage,96.0,1,176,3.61,1,351,50
2095,Mount Pleasant,113.0,1,240,4.88,1,0,107
2096,Kensington-Cedar Cottage,188.0,3,48,0.98,3,168,20
2097,Downtown,95.0,90,21,0.45,2,98,8
2098,Downtown,276.0,31,4,0.08,1,304,0
2099,Fairview,,15,2,0.04,1,0,0
2100,Riley Park,34.0,30,20,0.4,6,130,3
2101,Riley Park,40.0,30,12,0.25,6,102,0
2102,Downtown,132.0,30,10,0.2,1,97,5
2103,Victoria-Fraserview,102.0,2,151,3.02,1,0,34
2104,Downtown,539.0,3,42,0.86,1,0,23
2105,Downtown,,3,1,0.02,1,0,0
2106,Downtown,,1,8,0.16,1,0,0
2107,Kensington-Cedar Cottage,,2,14,0.28,1,0,0
2108,Hastings-Sunrise,80.0,30,10,0.21,8,252,7
2109,Marpole,270.0,1,2,0.04,2,0,0
2110,Downtown,157.0,2,50,1.04,1,179,17
2111,Downtown,369.0,2,25,1.59,1,62,15
2112,Hastings-Sunrise,,2,1,0.02,1,0,0
2113,Downtown,240.0,3,15,0.31,1,0,0
2114,Hastings-Sunrise,54.0,30,13,0.28,8,259,5
2115,Downtown,204.0,90,0,,13,258,0
2116,Oakridge,1199.0,2,35,3.89,1,254,35
2117,Fairview,,30,0,,1,0,0
2118,Downtown Eastside,,3,41,0.87,1,0,26
2119,West End,127.0,4,89,1.81,1,8,21
2120,Downtown,115.0,2,228,4.68,1,88,80
2121,West End,65.0,2,4,0.08,3,0,0
2122,Marpole,,2,18,0.36,1,0,5
2123,Downtown,129.0,30,2,0.04,1,206,0
2124,Mount Pleasant,,31,0,,1,0,0
2125,Downtown,196.0,7,18,0.96,1,3,12
2126,Renfrew-Collingwood,279.0,7,65,1.35,1,69,24
2127,Downtown,178.0,3,93,1.88,21,131,29
2128,Downtown,125.0,30,34,0.69,2,175,7
2129,Downtown Eastside,225.0,2,125,2.54,1,138,43
2130,Grandview-Woodland,,1,3,0.06,1,0,0
2131,Kitsilano,213.0,3,66,2.8,2,26,32
2132,Grandview-Woodland,225.0,2,40,1.39,1,15,16
2133,Mount Pleasant,135.0,30,1,0.06,1,29,0
2134,Victoria-Fraserview,180.0,2,90,1.83,1,166,20
2135,West End,150.0,30,4,0.09,1,196,0
2136,Mount Pleasant,138.0,1,290,5.95,1,29,82
2137,West End,230.0,1,63,1.28,1,0,0
2138,Riley Park,122.0,1,17,0.35,1,336,2
2139,Kitsilano,289.0,1,33,0.8,4,234,10
2140,West End,250.0,30,9,0.18,3,363,0
2141,Downtown,,30,7,0.14,1,0,0
2142,Downtown,217.0,1,299,6.1,2,0,110
2143,Kensington-Cedar Cottage,69.0,3,7,0.15,3,10,2
2144,Kensington-Cedar Cottage,75.0,3,22,0.45,3,10,6
2145,Grandview-Woodland,93.0,2,2,0.04,1,0,0
2146,Downtown,,30,0,,1,0,0
2147,Kitsilano,,2,2,0.04,1,0,0
2148,Downtown,254.0,30,0,,5,194,0
2149,Downtown,,31,3,0.14,1,0,1
2150,Kitsilano,299.0,3,32,0.68,1,246,5
2151,Downtown,169.0,3,67,1.38,1,269,24
2152,Kensington-Cedar Cottage,59.0,1,217,4.45,1,118,80
2153,Kitsilano,400.0,14,5,1.06,1,154,5
2154,Downtown,,30,0,,1,0,0
2155,Downtown,299.0,27,13,0.28,6,90,5
2156,Downtown,100.0,30,21,0.45,1,279,5
2157,Hastings-Sunrise,100.0,1,9,0.19,2,89,6
2158,Downtown,950.0,1,83,1.72,1,179,25
2159,Downtown,185.0,30,13,0.29,4,57,7
2160,Arbutus Ridge,58.0,2,45,0.92,1,4,18
2161,Downtown,,7,1,0.02,1,0,0
2162,Grandview-Woodland,193.0,365,0,,5,365,0
2163,Downtown,108.0,30,27,0.55,2,365,1
2164,Kitsilano,82.0,30,76,1.89,26,172,10
2165,Downtown,239.0,30,6,0.12,6,89,1
2166,South Cambie,,5,1,0.06,1,0,0
2167,Oakridge,,3,0,,1,0,0
2168,Grandview-Woodland,70.0,6,74,1.61,1,79,22
2169,Renfrew-Collingwood,,1,0,,1,0,0
2170,Killarney,130.0,30,21,3.5,1,228,21
2171,Grandview-Woodland,100.0,365,0,,5,365,0
2172,Downtown,506.0,2,92,3.05,1,80,33
2173,Downtown,488.0,3,105,2.2,1,48,40
2174,Downtown,154.0,1,185,3.82,1,0,61
2175,Grandview-Woodland,,2,0,,1,0,0
2176,Grandview-Woodland,,30,0,,2,0,0
2177,Kensington-Cedar Cottage,,2,31,0.64,2,0,0
2178,Killarney,76.0,2,96,2.02,3,17,20
2179,Downtown,132.0,30,16,0.33,1,313,5
2180,Downtown,142.0,2,195,4.1,1,213,76
2181,Kensington-Cedar Cottage,400.0,30,1,0.03,2,365,0
2182,Mount Pleasant,,3,1,0.02,1,0,0
2183,Kitsilano,93.0,30,13,0.31,3,125,3
2184,Hastings-Sunrise,,1,18,0.38,1,0,0
2185,Downtown,116.0,2,194,4.04,1,248,67
2186,Kitsilano,,30,1,0.02,1,0,0
2187,Grandview-Woodland,63.0,365,0,,5,166,0
2188,Kensington-Cedar Cottage,120.0,3,10,0.21,1,7,0
2189,Downtown Eastside,277.0,3,112,2.32,2,0,30
2190,Riley Park,94.0,1,80,2.14,2,325,10
2191,Downtown,,1,10,0.21,1,0,0
2192,Riley Park,55.0,3,28,0.58,2,32,13
2193,Arbutus Ridge,,1,5,0.1,2,0,0
2194,Kitsilano,167.0,3,116,2.48,1,24,47
2195,West End,,3,0,,1,0,0
2196,Downtown Eastside,168.0,7,109,2.27,2,345,53
2197,Kerrisdale,88.0,2,116,2.6,1,299,47
2198,Renfrew-Collingwood,,2,19,0.4,1,0,0
2199,Victoria-Fraserview,,1,6,0.13,2,0,0
2200,Fairview,125.0,30,10,0.21,4,364,1
2201,Fairview,130.0,30,5,0.12,4,365,0
2202,West End,135.0,2,160,3.37,1,6,53
2203,Dunbar Southlands,150.0,2,102,2.41,2,0,37
2204,Marpole,241.0,1,99,7.12,1,0,97
2205,Downtown,117.0,1,119,2.53,1,40,43
2206,Kitsilano,900.0,7,0,,1,121,0
2207,Riley Park,180.0,1,176,3.68,2,77,21
2208,Kensington-Cedar Cottage,62.0,30,7,0.18,4,41,5
2209,Kensington-Cedar Cottage,93.0,2,91,2.09,1,70,34
2210,Strathcona,249.0,1,1,0.03,3,5,0
2211,Downtown,200.0,30,0,,1,365,0
2212,Kitsilano,,30,0,,1,0,0
2213,Dunbar Southlands,128.0,1,0,,2,0,0
2214,Dunbar Southlands,138.0,1,0,,2,0,0
2215,Strathcona,171.0,2,131,5.16,1,0,73
2216,Kensington-Cedar Cottage,104.0,16,47,1.0,1,64,7
2217,West End,106.0,1,196,4.12,1,91,76
2218,Riley Park,123.0,5,46,1.0,1,163,14
2219,Kensington-Cedar Cottage,510.0,3,14,0.3,1,274,2
2220,Grandview-Woodland,,1,2,0.04,2,0,0
2221,Fairview,115.0,1,16,3.45,1,123,16
2222,Kensington-Cedar Cottage,199.0,4,0,,1,0,0
2223,Renfrew-Collingwood,429.0,3,28,1.55,1,168,16
2224,Riley Park,140.0,30,6,0.14,1,358,0
2225,South Cambie,99.0,30,1,0.29,1,0,1
2226,Mount Pleasant,80.0,2,139,2.98,1,36,21
2227,Kitsilano,,30,0,,2,0,0
2228,Downtown,116.0,60,16,0.34,1,163,3
2229,Downtown,529.0,2,38,0.81,1,249,16
2230,Renfrew-Collingwood,40.0,30,8,0.43,6,100,6
2231,Kitsilano,146.0,2,103,2.65,1,0,35
2232,Downtown,,30,0,,1,0,0
2233,Mount Pleasant,750.0,2,14,1.9,1,349,14
